,C1,C2,C3
1973-04-02,4.0497575,1.3515369,-0.2218414
1973-04-03,3.9623897,1.3584169,-0.15982014
1973-04-04,3.8319886,1.3419529,-0.11803101
1973-04-05,3.7829769,1.3320539,-0.11587061
1973-04-06,3.4765377,1.1961774,-0.1265232
1973-04-09,3.3581634,1.1513593,-0.11312461
1973-04-10,3.4254365,1.1538391,-0.13646972
1973-04-11,3.5607436,1.2035155,-0.19464085
1973-04-12,3.592336,1.2095274,-0.20533152
1973-04-13,3.4184384,1.2130697,-0.1446123
1973-04-16,3.410579,1.1903695,-0.1650603
1973-04-17,3.5476744,1.1832587,-0.23109496
1973-04-18,3.5712917,1.1369536,-0.24069354
1973-04-19,3.6777966,1.1547775,-0.2685011
1973-04-23,3.8527596,1.1832483,-0.2519361
1973-04-24,3.7972977,1.1757983,-0.2325428
1973-04-25,3.782343,1.1705,-0.2115498
1973-04-26,3.69129,1.0720435,-0.1241459
1973-04-27,3.7569385,1.078165,-0.12817134
1973-04-30,3.8353283,1.0949652,-0.13669416
1973-05-01,3.902784,1.1035436,-0.14131056
1973-05-02,3.914312,1.0581715,-0.11174368
1973-05-03,3.9328449,1.0303326,-0.12544848
1973-05-04,3.9790318,0.9970484,-0.15893467
1973-05-07,3.989735,0.9808314,-0.17564255
1973-05-08,3.8931258,0.9105342,-0.14274552
1973-05-09,3.8303075,0.85450935,-0.13598
1973-05-10,3.854076,0.8214288,-0.12579487
1973-05-11,3.970055,0.89534926,-0.100075044
1973-05-14,3.963322,0.89091265,-0.117549986
1973-05-15,3.9208272,0.8506333,-0.09598914
1973-05-16,3.877321,0.837213,-0.07513912
1973-05-17,4.0208173,0.92973465,-0.111851595
1973-05-18,4.1269855,0.9729424,-0.10697515
1973-05-21,4.200345,1.0437393,-0.12881158
1973-05-22,4.2457275,1.0977435,-0.064963445
1973-05-23,4.271673,1.1193079,-0.027609676
1973-05-24,4.191694,1.0612006,0.0508697
1973-05-25,4.2015595,1.1078686,0.09302537
1973-05-29,4.2897067,1.1921124,0.14020836
1973-05-30,4.288708,1.2434497,0.18743008
1973-05-31,4.2708726,1.2659191,0.21189678
1973-06-01,4.34548,1.2895952,0.25159615
1973-06-04,4.389236,1.4234829,0.20797434
1973-06-05,4.218266,1.4651017,0.29306763
1973-06-06,4.0097995,1.3772494,0.43401796
1973-06-07,4.0868673,1.41786,0.39546522
1973-06-08,4.019905,1.4382159,0.39929625
1973-06-11,4.1057563,1.4649179,0.39379498
1973-06-12,4.0593886,1.4747411,0.42969692
1973-06-13,4.058833,1.4994278,0.42626703
1973-06-14,4.08151,1.5221161,0.44790444
1973-06-15,4.097236,1.5195884,0.4432408
1973-06-18,4.153336,1.5485729,0.44687685
1973-06-19,4.1842513,1.5617949,0.44116086
1973-06-20,4.2186446,1.5773447,0.47161692
1973-06-21,4.2191777,1.5667197,0.4552469
